candidate_id,candidate_name,constituency,district,party,s_o_d_o_w_o,age_detail,voter_enrolled,self_profession,spouse_profession,education_full,assets_total_inr,liabilities_total_inr,num_criminal_cases,education_summary,age_summary,criminal_cases_summary,total_assets_summary,liabilities_summary,candidate_url
1383,M.C.Sampath,CUDDALORE,CHIDAMBARAM,AIADMK,Chinnasamy,67,"154 Panruti constituency, at Serial no 555 in Part no 35",Pension,"Housewife, Agriculture, Rent ,Other Income",Graduate Professional,657677160.0,188648964.0,1,Graduate Professional,67,1,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1383
690,P.Nagasundaram,CUDDALORE,CHIDAMBARAM,IND,Pakkiri,43,"155 Cuddalore constituency, at Serial no 141 in Part no 55",Advocate,House wife,Post Graduate,5849180.0,89000.0,5,Post Graduate,43,5,"Rs 58,49,180 ~ 58 Lacs+","Rs 89,000 ~ 89 Thou+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=690
892,P.Natarajan,CUDDALORE,CHIDAMBARAM,BSP,Pakkiri,43,"154 Panruti constituency, at Serial no 123 in Part no 257",Advocate,Housewife,Graduate Professional,1206000.0,,0,Graduate Professional,43,0,"Rs 12,06,000 ~ 12 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=892
894,R.Mayavan,CUDDALORE,CHIDAMBARAM,IND,Ramalingam,52,"155 Cuddalore constituency, at Serial no 267 in Part no 219",Driver,House Wife,10th Pass,6725968.0,,0,10th Pass,52,0,"Rs 67,25,968 ~ 67 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=894
686,R.Ramachandran,CUDDALORE,CHIDAMBARAM,IND,S. Ramalingam,41,"155 Cuddalore constituency, at Serial no 394 in Part no 196",Advocate,House Wife,Graduate Professional,3504000.0,2500000.0,0,Graduate Professional,41,0,"Rs 35,04,000 ~ 35 Lacs+","Rs 25,00,000 ~ 25 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=686
3434,S. Ramasamy,CUDDALORE,CHIDAMBARAM,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Suburayan,70,"155 Cuddalore constituency, at Serial no 370 in Part no 35",Agriculture,Housewife,10th Pass,4045000.0,,0,10th Pass,70,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3434
687,S.Rajamohan,CUDDALORE,CHIDAMBARAM,IND,Subramanian,72,"155 Cuddalore, constituency, at Serial no 381 in Part no 68","Retired Superintendent, Public Works Department",Housewife,Post Graduate,7800000.0,,0,Post Graduate,72,0,"Rs 78,00,000 ~ 78 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=687
32,S.Sarasu,CUDDALORE,CHIDAMBARAM,Naam Tamilar Katchi,Selvakumaran,40,"159 Cuddalore constituency, at Serial no 440 in Part no 38",House Wife,Agriculture,Post Graduate,16725000.0,810000.0,0,Post Graduate,40,0,"Rs 1,67,25,000 ~ 1 Crore+","Rs 8,10,000 ~ 8 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=32
3437,V. Suganthi,CUDDALORE,CHIDAMBARAM,IND,Vilvazhagan,30,"155 Cuddalore constituency, at Serial no 471 in Part no 96",Housewife,Painter,12th Pass,843000.0,,0,12th Pass,30,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3437
1171,A. Sozhan,KATTUMANNARKOIL (SC),CUDDALORE,Pattali Makkal Katchi,Anbazhagan,42,"Kattumannarkoil constituency, at Serial no 124 in Part no 224","Private Dentist - Anbu Thanam Dental Hospital, Kattumannarkoil","Dentist - Anbu Thanam Dental Hospital, Kattumannarkoil",Graduate Professional,19738677.0,3026449.0,0,Graduate Professional,42,0,"Rs 1,97,38,677 ~ 1 Crore+","Rs 30,26,449 ~ 30 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1171
2663,Alavanthar .M,KATTUMANNARKOIL (SC),CUDDALORE,Tamizhaga Vaazhvurimai Katchi,Murugan,55,"Kattumannarkoil constituency, at Serial no 53 in Part no 244",Agriculture,Housewife,12th Pass,3474971.0,2700000.0,1,12th Pass,55,1,"Rs 34,74,971 ~ 34 Lacs+","Rs 27,00,000 ~ 27 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2663
337,Babu .B,KATTUMANNARKOIL (SC),CUDDALORE,Rashtriya Samaj Dal (R),Baskar,31,"159 Kattumannarkoil constituency, at Serial no 314 in Part no 183",Auto Driver,House Wife,8th Pass,759000.0,230000.0,0,8th Pass,31,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=337
2664,G. Kalyana Sundaram,KATTUMANNARKOIL (SC),CUDDALORE,All India Jananayaka Makkal Kazhagam,M A Ganapathy,54,"Kattumannarkoil constituency, at Serial no 277 in Part no 180",Real Estate Business,House Wife,Post Graduate,595000.0,,0,Post Graduate,54,0,"Rs 5,95,000 ~ 5 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2664
1170,L.E. Jothimani,KATTUMANNARKOIL (SC),CUDDALORE,Viduthalai Chiruthaigal Katchi,Elaiyaperumal,71,"Kattumannarkoil constituency, at Serial no 543 in Part no 190",Pensioner,House Wife,,,,1,Others,71,1,"Rs 85,47,835 ~ 85 Lacs+","Rs 3,42,000 ~ 3 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1170
336,M.A.T. Archunan,KATTUMANNARKOIL (SC),CUDDALORE,IND,M Thoppulan,68,"159 Kattumannarkoil constituency, at Serial no 286 in Part no 51",Pensioner,Housewife,,,,0,Post Graduate,68,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=336
2666,S. Murali,KATTUMANNARKOIL (SC),CUDDALORE,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Sankar,36,"Harur(SC) constituency, at Serial no 48 in Part no 22",Football Coach,House Wife,,,,0,Post Graduate,36,0,"Rs 15,48,900 ~ 15 Lacs+","Rs 1,00,00,000 ~ 1 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2666
2665,S. Seenuvasan,KATTUMANNARKOIL (SC),CUDDALORE,Tamilaga Vettri Kazhagam,Sivaganamoorthy,57,"Cuddalore constituency, at Serial no 524 in Part no 114",Siva Hotel Management,Siva Hotel Management,,,,2,8th Pass,57,2,"Rs 79,98,391 ~ 79 Lacs+","Rs 16,22,000 ~ 16 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2665
2662,Satheeshkumar .M,KATTUMANNARKOIL (SC),CUDDALORE,BSP,Mani,38,"Chidambaram constituency, at Serial no 528 in Part no 270",Social Service,House Wife,,,,0,Graduate Professional,38,0,"Rs 9,45,000 ~ 9 Lacs+","Rs 17,13,508 ~ 17 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2662
62,Sivajothi .M,KATTUMANNARKOIL (SC),CUDDALORE,Naam Tamilar Katchi,MURUGAIAN,41,"159 KATTUMANNARKOIL constituency, at Serial no 386 in Part no 300",Business,Housewife,,,,3,Graduate,41,3,"Rs 46,04,500 ~ 46 Lacs+","Rs 3,85,000 ~ 3 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=62
1358,A Bhuvanenthiran,KURINJIPADI,KATTUMANNARKOIL (SC),AIADMK,Ayyadurai,60,"156 Kurinjipadi constituency, at Serial no 213 in Part no 84",Businees,Business,,,,1,12th Pass,60,1,"Rs 10,98,40,857 ~ 10 Crore+","Rs 1,49,02,790 ~ 1 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1358
3066,Arumugam R,KURINJIPADI,KATTUMANNARKOIL (SC),IND,Raju,50,"Neyveli constituency, at Serial no 108 in Part no 165",Contract Worker,NIL,,,,0,Others,50,0,"Rs 21,50,000 ~ 21 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3066
819,Dhanakesavamoorthy A.C.T,KURINJIPADI,KATTUMANNARKOIL (SC),IND,A.C.Thanakodi,57,"156- Kurinjipadi, TamilNadu constituency, at Serial no 934 in Part no 163",Social Service,Village Assistant,,,,0,Post Graduate,57,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=819
275,Kavitha Renganathan,KURINJIPADI,KATTUMANNARKOIL (SC),Naam Tamilar Katchi,Paridhimaran,48,"Cuddalore constituency, at Serial no 501 in Part no 222",NIL,Fishermen and Electrician,,,,0,Post Graduate,48,0,"Rs 99,17,000 ~ 99 Lacs+","Rs 1,80,000 ~ 1 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=275
820,M Kanagaraj,KURINJIPADI,KATTUMANNARKOIL (SC),BSP,Mani,36,"156, Kurinjipadi constituency, at Serial no 92 in Part no 180",Advocate (Lawyer),House Wife,,,,0,Graduate Professional,36,0,"Rs 24,10,000 ~ 24 Lacs+","Rs 4,00,000 ~ 4 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=820
1359,M.R.K.Panneerselvam,KURINJIPADI,KATTUMANNARKOIL (SC),DMK,M R Krishnamurthy,68,"159 Kattumannarloil constituency, at Serial no 500 in Part no 281",Farming,Transport Business and Agriculture,,,,2,Graduate Professional,68,2,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1359
3067,Manimala R,KURINJIPADI,KATTUMANNARKOIL (SC),IND,G. Rajarajasozhan,48,"Neyveli constituency, at Serial no 780 in Part no 252",Agricultural Wages,Deceased,,,,0,5th Pass,48,0,"Rs 2,35,000 ~ 2 Lacs+","Rs 3,00,000 ~ 3 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3067
3068,Muthazhagan N,KURINJIPADI,KATTUMANNARKOIL (SC),IND,Nadesan,55,"Kurinjipadi constituency, at Serial no 481 in Part no 248",Agriculture,Agriculture,,,,0,12th Pass,55,0,"Rs 2,15,000 ~ 2 Lacs+","Rs 70,000 ~ 70 Thou+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3068
323,Rajkumar D,KURINJIPADI,KATTUMANNARKOIL (SC),Tamilaga Vettri Kazhagam,T.Devarajan,40,"157 Bhuvanagiri constituency, at Serial no 531 in Part no 56",Self employed,Software Engineer,Others,32337030.0,27540442.0,0,Others,40,0,"Rs 3,23,37,030 ~ 3 Crore+","Rs 2,75,40,442 ~ 2 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=323
3064,T Kannan,KURINJIPADI,KATTUMANNARKOIL (SC),Tamizhaga Vaazhvurimai Katchi,T. Thirunavukarasu,49,"Cuddalore constituency, at Serial no 22 in Part no 155",Agriculture and Business,Housewife,10th Pass,132622180.0,38427989.0,3,10th Pass,49,3,"Rs 13,26,22,180 ~ 13 Crore+","Rs 3,84,27,989 ~ 3 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3064
895,Anand.K,NEYVELI,KURINJIPADI,Tamilaga Vettri Kazhagam,Kaliyaperumal,40,"152 Virudhachalam constituency, at Serial no 406 in Part no 211",Farmer,Self-Employment,,,,0,Graduate Professional,40,0,"Rs 3,07,05,040 ~ 3 Crore+","Rs 14,63,099 ~ 14 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=895
3062,Chezhiyan.G,NEYVELI,KURINJIPADI,IND,Gunasekaran,39,"Neyveli constituency, at Serial no 598 in Part no 49",Agriculture,House Wife,,,,0,Post Graduate,39,0,"Rs 7,07,718 ~ 7 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3062
896,Jothimurugan.V,NEYVELI,KURINJIPADI,BSP,P.Velmurugan,42,"Neyveli constituency, at Serial no 578 in Part no 223",Artist (Painter),House Wife,,,,0,12th Pass,42,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=896
3060,Karthikeyan.C.M,NEYVELI,KURINJIPADI,IND,Muthukumaraswamy,34,"Neyveli constituency, at Serial no 985 in Part no 156",Self Employed,NIL,,,,0,Graduate Professional,34,0,"Rs 18,23,510 ~ 18 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3060
3063,Manimaran.P,NEYVELI,KURINJIPADI,IND,Palanisamy,45,"Neyveli constituency, at Serial no 648 in Part no 48",Agriculture,Deceased,,,,0,8th Pass,45,0,"Rs 23,95,000 ~ 23 Lacs+","Rs 2,00,000 ~ 2 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3063
899,Mayakrishnan.K,NEYVELI,KURINJIPADI,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Krishnamoorthy,50,"Neyveli constituency, at Serial no 506 in Part no 106",Salon,NIL,,,,0,5th Pass,50,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=899
1205,Rajendran.R,NEYVELI,KURINJIPADI,AIADMK,Rajagam,66,"153-Neyveli constituency, at Serial no 296 in Part no 124",Agriculture,Housewife,,,,0,12th Pass,66,0,"Rs 23,27,78,350 ~ 23 Crore+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1205
1206,Saba.Rajendran,NEYVELI,KURINJIPADI,DMK,C. Sabapathy,64,"Neyveli constituency, at Serial no 61 in Part no 125",Agriculture,Housewife,,,,0,Graduate Professional,64,0,"Rs 14,21,41,844 ~ 14 Crore+","Rs 4,39,67,607 ~ 4 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1206
3059,Thirumalvalavan.T,NEYVELI,KURINJIPADI,Tamizhaga Vaazhvurimai Katchi,T. Thirunavukkarasu,56,"153 Puliyurkattusagai constituency, at Serial no 444 in Part no 73",Agriculture & Business,House Wife,,,,3,Post Graduate,56,3,"Rs 10,96,25,073 ~ 10 Crore+","Rs 13,45,19,463 ~ 13 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3059
107,Veeramani.B,NEYVELI,KURINJIPADI,Naam Tamilar Katchi,Boopathy,46,"Neyveli constituency, at Serial no 442 in Part no 43",Self Employed,House Wife,,,,4,Others,46,4,"Rs 1,33,93,630 ~ 1 Crore+","Rs 46,68,600 ~ 46 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=107
1210,Abdur Rahman. A.R,PANRUTI,NEYVELI,Viduthalai Chiruthaigal Katchi,Abdul Rahim,62,"Kattumannarkoil constituency, at Serial no 149 in Part no 202",Social Activist,House Wife,,,,0,12th Pass,62,0,"Rs 15,06,54,235 ~ 15 Crore+","Rs 12,000 ~ 12 Thou+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1210
118,Banupriya. M,PANRUTI,NEYVELI,Naam Tamilar Katchi,MANIVANNAN,32,"154 Panruti constituency, at Serial no 477 in Part no 123",Teacher,Private Company Employee,,,,0,Post Graduate,32,0,"Rs 12,47,000 ~ 12 Lacs+","Rs 5,38,000 ~ 5 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=118
237,Manikandan. M,PANRUTI,NEYVELI,Tamilaga Vettri Kazhagam,Manimozhi,35,"Panruthi constituency, at Serial no 154 in Part no 278",Software Engineering,Housewife,,,,0,Graduate Professional,35,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=237
2251,Mohammed Safi. A,PANRUTI,NEYVELI,IND,Ayyuf,25,"154 Panruti constituency, at Serial no 618 in Part no 232",Entrepreneur (Founder Ayyuf Industries) / Former Software Profession,NA,,,,0,Graduate Professional,25,0,"Rs 15,30,985 ~ 15 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2251
1209,Mohan. K,PANRUTI,NEYVELI,AIADMK,V. Kaliyavaranthan,43,"154 Panruti constituency, at Serial no 607 in Part no 228",Tomato Business,Tomato Business,,,,5,8th Pass,43,5,"Rs 5,58,13,515 ~ 5 Crore+","Rs 2,71,88,948 ~ 2 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1209
2250,Prakash. R,PANRUTI,NEYVELI,Thamizhaka Padaippalar Makkal Katchi,Ramalingam,41,"154 Panruti constituency, at Serial no 530 in Part no 82",Institute,Housewife,,,,0,Post Graduate,41,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2250
2252,Ramalingam. A,PANRUTI,NEYVELI,IND,Adhimoolam,76,"Panruti constituency, at Serial no 617 in Part no 357",Defence Research Tech Asst B,Housewife,,,,0,10th Pass,76,0,"Rs 1,15,05,000 ~ 1 Crore+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2252
2248,Srikanthu. S,PANRUTI,NEYVELI,BSP,Suntharamoorthy,42,"154 Panruti constituency, at Serial no 503 in Part no 112",Real Estate,Housewife,,,,0,10th Pass,42,0,"Rs 7,99,000 ~ 7 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2248
1297,Ganesan C.V,TITTAKUDI (SC),PANRUTI,DMK,P.Venkattan,67,"151 Tittakudi constituency, at Serial no 186 in Part no 78",Agriculture,NIL,,,,0,Post Graduate,67,0,"Rs 10,93,13,076 ~ 10 Crore+","Rs 6,49,29,838 ~ 6 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1297
3053,Jaya K,TITTAKUDI (SC),PANRUTI,Tamizhaga Vaazhvurimai Katchi,Kaliyamoorthi,47,"151 Tittakudi constituency, at Serial no 251 in Part no 226",Spouse Profession: Agriculture,Agriculture,10th Pass,652000.0,261000.0,0,10th Pass,47,0,"Rs 6,52,000 ~ 6 Lacs+","Rs 2,61,000 ~ 2 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3053
201,Mahalakshmi V,TITTAKUDI (SC),PANRUTI,Naam Tamilar Katchi,Karunakaran,27,"Tittakudi constituency, at Serial no 76 in Part no 16",Wage Worker,NIL,Graduate Professional,456500.0,275000.0,0,Graduate Professional,27,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=201
3057,Murugan A,TITTAKUDI (SC),PANRUTI,IND,Ayyasamy,51,"152 Virudhachalam constituency, at Serial no 817 in Part no 282",Coolie,Social Worker,10th Pass,2303145.0,44800.0,2,10th Pass,51,2,"Rs 23,03,145 ~ 23 Lacs+","Rs 44,800 ~ 44 Thou+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3057
1296,Murugumaran N,TITTAKUDI (SC),PANRUTI,AIADMK,D Nagarajan,54,"159 Kattumannarloil constituency, at Serial no 118 in Part no 191",Agriculture,Housewife,Graduate Professional,68133745.0,5957611.0,3,Graduate Professional,54,3,"Rs 6,81,33,745 ~ 6 Crore+","Rs 59,57,611 ~ 59 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1296
3055,Padmanathan V,TITTAKUDI (SC),PANRUTI,IND,Vasudevan,53,"151 Tittakudi constituency, at Serial no 292 in Part no 248",Lawyer,House Wife,Graduate Professional,32000.0,50000.0,6,Graduate Professional,53,6,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3055
901,Palanivel R,TITTAKUDI (SC),PANRUTI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Rajamanickam,56,"152 Virudhachalam constituency, at Serial no 253 in Part no 64",Doctor,Housewife,,,,0,Graduate Professional,56,0,"Rs 5,04,65,370 ~ 5 Crore+","Rs 2,93,300 ~ 2 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=901
3056,Perinbam D,TITTAKUDI (SC),PANRUTI,IND,Dayachandar,39,"151, Tittakudi (SC) constituency, at Serial no 85 in Part no 173",Agricultural Wage,Agricultural Wage,,,,11,12th Pass,39,11,"Rs 2,16,400 ~ 2 Lacs+","Rs 7,00,000 ~ 7 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3056
470,Ravichandran K.P,TITTAKUDI (SC),PANRUTI,BSP,Ponnuswamy,59,"Tittakudi constituency, at Serial no 96 in Part no 53",Daily Wage,House Wife,,,,0,Literate,59,0,"Rs 11,54,761 ~ 11 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=470
3051,Sathya M,TITTAKUDI (SC),PANRUTI,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Manogaran,31,"148 - Kunnam constituency, at Serial no 55 in Part no 56",Agriculture,Agriculture,,,,0,Graduate,31,0,"Rs 14,48,000 ~ 14 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3051
3054,Silambarasan J,TITTAKUDI (SC),PANRUTI,IND,Jothilingam,41,"151 Tittakudi constituency, at Serial no 513 in Part no 193",Agriculture,Agriculture,,,,0,Others,41,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3054
3058,Velmurugan G,TITTAKUDI (SC),PANRUTI,IND,Govindharasu,31,"151 Tittakudi constituency, at Serial no 646 in Part no 87",Private School Teacher,NIL,,,,0,Graduate Professional,31,0,"Rs 15,89,500 ~ 15 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3058
228,Ananthi Dhandapani,VRIDHACHALAM,TITTAKUDI (SC),Naam Tamilar Katchi,Selvakumar,37,"Thittakudi-151 constituency, at Serial no 469 in Part no 191",House Wife,Engineer,,,,0,Graduate Professional,37,0,"Rs 1,60,36,692 ~ 1 Crore+","Rs 17,00,000 ~ 17 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=228
1906,Arivazhagan.E.N,VRIDHACHALAM,TITTAKUDI (SC),Tamizhaga Vaazhvurimai Katchi,Narayanasamy,50,"Bhuvanagiri constituency, at Serial no 600 in Part no 19",Private Contractor,Housewife,,,,0,Others,50,0,"Rs 89,95,783 ~ 89 Lacs+","Rs 1,30,00,000 ~ 1 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1906
229,Arivudainambi.S,VRIDHACHALAM,TITTAKUDI (SC),Anti Corruption Dynamic Party,Swaminathanm,56,"Vriddhachalam constituency, at Serial no 703 in Part no 123",Advocate,Housewife,,,,0,Graduate Professional,56,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=229
1912,Balu.P,VRIDHACHALAM,TITTAKUDI (SC),IND,Pandurangan,39,"Thittakudi constituency, at Serial no 16 in Part no 226",Driver,Housewife,,,,0,12th Pass,39,0,"Rs 10,67,000 ~ 10 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1912
1911,Deiveegadass.M,VRIDHACHALAM,TITTAKUDI (SC),IND,Maridoss,46,"Panruti constituency, at Serial no 56 in Part no 182",Agriculture Wages,Housewife,,,,0,10th Pass,46,0,"Rs 6,33,000 ~ 6 Lacs+","Rs 4,45,000 ~ 4 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1911
1332,Dr.Tamizharasi.P,VRIDHACHALAM,TITTAKUDI (SC),Pattali Makkal Katchi,Athimolam,71,"152- Vriddhachalam constituency, at Serial no 42 in Part no 274",Medical Profession,NIL,,,,0,Graduate Professional,71,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1332
1910,Durai.K,VRIDHACHALAM,TITTAKUDI (SC),IND,Kasinathan,49,"Vriddhachalam constituency, at Serial no 41 in Part no 297",Self Employee,Housewife,,,,0,Post Graduate,49,0,"Rs 34,35,215 ~ 34 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1910
1908,Ezhilkumar.K,VRIDHACHALAM,TITTAKUDI (SC),IND,Kolanji,43,"Vriddhachalam constituency, at Serial no 4255 in Part no 301",Self Employee (Salon),NIL,,,,0,10th Pass,43,0,"Rs 26,000 ~ 26 Thou+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1908
1914,Jayaprakash.S,VRIDHACHALAM,TITTAKUDI (SC),IND,Selvaraja,37,"Vriddhachalam constituency, at Serial no 721 in Part no 226",Self Employee,Housewife,,,,0,12th Pass,37,0,"Rs 31,95,940 ~ 31 Lacs+","Rs 45,000 ~ 45 Thou+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1914
1913,Prabakaran.T,VRIDHACHALAM,TITTAKUDI (SC),IND,Tamilarasan,35,"Thittakudi constituency, at Serial no 568 in Part no 238",Daily Wage,Housewife,,,,0,12th Pass,35,0,"Rs 35,70,500 ~ 35 Lacs+","Rs 7,50,000 ~ 7 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1913
1331,Premallatha Vijayakant,VRIDHACHALAM,TITTAKUDI (SC),Desiya Murpokku Dravida Kazhagam,Vijayakanth,60,"22 - Virugambakkam constituency, at Serial no 671 in Part no 132",Agriculture / Public Service,NIL,,,,9,Graduate,60,9,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1331
372,Sathiya.B,VRIDHACHALAM,TITTAKUDI (SC),Anna Makkal Katchi,R.BHAKIYARAJ,36,"152, Viruddhachalam constituency, at Serial no 215 in Part no 136",House Wife,"Government Servant, EO, HR & CE, Tittakudi",,,,0,Graduate,36,0,"Rs 87,03,261 ~ 87 Lacs+","Rs 11,75,000 ~ 11 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=372
902,Sidharthan.S,VRIDHACHALAM,TITTAKUDI (SC),Desiya Makkal Sakthi Katchi,Shanmuganatham,62,"Virudachalam constituency, at Serial no 130 in Part no 213",Typist,NIL,,,,0,Post Graduate,62,0,"Rs 5,000 ~ 5 Thou+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=902
376,Sivaprakasam.V,VRIDHACHALAM,TITTAKUDI (SC),BSP,Veeramuthu,68,"Vriddhachalam constituency, at Serial no 461 in Part no 86",Agriculture,House Wife,,,,0,8th Pass,68,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=376
1909,Sivasankaran.K,VRIDHACHALAM,TITTAKUDI (SC),IND,Kolanchi,38,"Thittakudi constituency, at Serial no 58 in Part no 243",daily wage,Housewife,,,,0,Graduate,38,0,"Rs 4,00,000 ~ 4 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1909
374,Srinivasan.R,VRIDHACHALAM,TITTAKUDI (SC),IND,Raji,53,"152-Vriddhachalam constituency, at Serial no 343 in Part no 236",Business,Not married,,,,0,10th Pass,53,0,"Rs 15,000 ~ 15 Thou+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=374
3445,Arumugam. Muni.,DHARMAPURI,DHARMAPURI,IND,Muniyappachettiyar,50,"59 Dharmapuri constituency, at Serial no 357 in Part no 49",Agriculture,Housewife,,,,0,5th Pass,50,0,"Rs 62,90,921 ~ 62 Lacs+","Rs 11,50,000 ~ 11 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3445
1105,Dr. Elangovan. V.,DHARMAPURI,DHARMAPURI,Desiya Murpokku Dravida Kazhagam,Venkatachalam,76,"59 Dharmapuri constituency, at Serial no 25 in Part no 156",Doctor,Doctor,,,,0,Post Graduate,76,0,"Rs 3,94,96,000 ~ 3 Crore+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1105
3446,Kumar. V.,DHARMAPURI,DHARMAPURI,IND,Vajjiram,40,"59 Dharmapuri constituency, at Serial no 547 in Part no 236",CCTV Camera Technician,NIL,,,,0,Post Graduate,40,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3446
